YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,11,10,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24700,12480,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-23,2017,Q4,11,23,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2017,Q4,11,10,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24750,18000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-20,2017,Q4,11,20,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Chloramphenicol
2017,Q4,11,10,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24750,18000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-20,2017,Q4,11,20,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Nitrofurans
2017,Q4,11,10,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24750,18000,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-20,2017,Q4,11,20,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,Tetracyclines
2017,Q4,11,10,PH,GB,"Felixstowe, P",GB,GB,PH,Philippines,GB,CVEDP,No,Human Consumption,13895,9051.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-30,2017,Q4,11,30,3061792,3061792,Penaeus Vannamei,Penaeus Vannamei,-
2017,Q4,11,10,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,1194.36,999.96,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-11,2017,Q4,11,11,3044990,3044990,Thunnus Albacares,Thunnus Albacares,-
2017,Q4,11,10,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,20725.39,18600,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Suspicion,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-29,2017,Q4,11,29,160250,160250,Bos Spp,Bos Spp,Salmonella spp.
2017,Q4,11,10,VN,GB,"Grimsby-Immingham, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,4400,3200,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3038990,3038990,Lutjanus Spp,Lutjanus Spp,-
2017,Q4,11,10,VN,GB,"Grimsby-Immingham, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,17385.5,12644,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Re-enforced,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3032300,03032300|03032300|03032400|03032400|03032400,Oreochromis Spp,Clarias Spp|Oreochromis Spp|Oreochromis Spp|Pangasius Hypophthalmus|Pangasius Hypophthalmus,Malachite Green
2017,Q4,11,10,VN,GB,"Grimsby-Immingham, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,17385.5,12644,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Re-enforced,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3032300,03032300|03032300|03032400|03032400|03032400,Oreochromis Spp,Clarias Spp|Oreochromis Spp|Oreochromis Spp|Pangasius Hypophthalmus|Pangasius Hypophthalmus,Malachite Green-Leuco
2017,Q4,11,10,VN,GB,"Grimsby-Immingham, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,17385.5,12644,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Re-enforced,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3032400,03032300|03032300|03032400|03032400|03032400,Clarias Spp,Clarias Spp|Oreochromis Spp|Oreochromis Spp|Pangasius Hypophthalmus|Pangasius Hypophthalmus,Malachite Green
2017,Q4,11,10,VN,GB,"Grimsby-Immingham, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,17385.5,12644,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Re-enforced,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3032400,03032300|03032300|03032400|03032400|03032400,Clarias Spp,Clarias Spp|Oreochromis Spp|Oreochromis Spp|Pangasius Hypophthalmus|Pangasius Hypophthalmus,Malachite Green-Leuco
2017,Q4,11,10,VN,GB,"Grimsby-Immingham, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,17385.5,12644,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Re-enforced,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3032400,03032300|03032300|03032400|03032400|03032400,Pangasius Hypophthalmus,Clarias Spp|Oreochromis Spp|Oreochromis Spp|Pangasius Hypophthalmus|Pangasius Hypophthalmus,Malachite Green
2017,Q4,11,10,VN,GB,"Grimsby-Immingham, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,17385.5,12644,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Re-enforced,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3032400,03032300|03032300|03032400|03032400|03032400,Pangasius Hypophthalmus,Clarias Spp|Oreochromis Spp|Oreochromis Spp|Pangasius Hypophthalmus|Pangasius Hypophthalmus,Malachite Green-Leuco
2017,Q4,11,10,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,26369.13,25005.71,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-20,2017,Q4,11,20,20230,20230,Bos Taurus,Bos Taurus,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,17221.6,12840.96,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-27,2017,Q4,11,27,16041428,16041428,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,11,10,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,24480,14400,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-16,2017,Q4,11,16,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2017,Q4,11,10,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,52,1,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Other,-,-,-,2017-11-13,2017,Q4,11,13,5111000,5111000,Bos Taurus,Bos Taurus,-
2017,Q4,11,10,VN,GB,"Felixstowe, P",GB,GB,VN,Viet Nam,GB,CVEDP,No,Human Consumption,24420,17600,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-11,2017,Q4,11,11,3046200,03046200|03046200,Pangasius Hypophthalmus,Pangasius Hypophthalmus|Pangasius Hypophthalmus,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24380,16100,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-30,2017,Q4,11,30,3074399,3074399,Todarodes Spp,Todarodes Spp,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24380,16100,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-30,2017,Q4,11,30,3074399,3074399,Todarodes Spp,Todarodes Spp,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24380,16100,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-29,2017,Q4,11,29,3074399,3074399,Todarodes Spp,Todarodes Spp,-
2017,Q4,11,10,JP,GB,Heathrow,NL,NL,JP,Japan,GB,CVEDP,No,Human Consumption,813,720,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-11,2017,Q4,11,11,39171010,39171010,-,,-
2017,Q4,11,10,JP,GB,Heathrow,GB,GB,JP,Japan,GB,CVEDP,No,Human Consumption,617.4,423.8,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-12,2017,Q4,11,12,3044990,3044990,Seriola Spp,Seriola Spp,-
2017,Q4,11,10,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,49.28,35.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-13,2017,Q4,11,13,3082100,3082100,Strongylocentrotus Spp,Strongylocentrotus Spp,-
2017,Q4,11,10,US,GB,Heathrow,GB,GB,US,United States,GB,CVEDP,No,Human Consumption,1162,1045,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-15,2017,Q4,11,15,40630,40630,Bos Taurus,Bos Taurus,-
2017,Q4,11,10,MA,GB,Liverpool,GB,GB,MA,Morocco,GB,CVEDP,No,Human Consumption,20000,15000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-21,2017,Q4,11,21,16041319,16041319,Sardina Pilchardus,Sardina Pilchardus,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,21150,19200,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-30,2017,Q4,11,30,16042090,16042090,Nemipterus Spp,Nemipterus Spp,-
2017,Q4,11,10,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,60,40,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-11,2017,Q4,11,11,3082100,3082100,Strongylocentrotus Spp,Strongylocentrotus Spp,-
2017,Q4,11,10,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,21479.97,17478.72,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-21,2017,Q4,11,21,160250,160250,Bos Spp,Bos Spp,-
2017,Q4,11,10,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,21484.26,17478.72,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-21,2017,Q4,11,21,160250,160250,Bos Spp,Bos Spp,-
2017,Q4,11,10,BR,GB,London Gateway,GB,GB,BR,Brazil,GB,CVEDP,No,Human Consumption,21479.98,17478.72,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-28,2017,Q4,11,28,160250,160250,Bos Spp,Bos Spp,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,22963.5,21870,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-20,2017,Q4,11,20,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,20434.56,18560,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-19,2017,Q4,11,19,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,23797.8,23400,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-28,2017,Q4,11,28,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,19582.5,18650,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-29,2017,Q4,11,29,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,20434.56,18560,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-27,2017,Q4,11,27,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",AT,AT,TH,Thailand,GB,CVEDP,No,Human Consumption,20979,19980,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-28,2017,Q4,11,28,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,16868.25,16065,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-29,2017,Q4,11,29,160232,160232,Aves,Aves,-
2017,Q4,11,10,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Animal Feedingstuff,1684,1344,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-27,2017,Q4,11,27,230910,230910,Ungulates,Ungulates,-
2017,Q4,11,10,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,6480,4665.6,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-23,2017,Q4,11,23,1905,1905,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Southampton, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,1460.2,1087.8,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-23,2017,Q4,11,23,1905,1905,Aves,Aves,-
2017,Q4,11,10,MU,GB,London Gateway,GB,GB,MU,Mauritius,GB,CVEDP,No,Human Consumption,144687,113111.04,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-21,2017,Q4,11,21,16041421,16041421,Katsuwonus (Euthynnus) Pelamis,Katsuwonus (Euthynnus) Pelamis,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25274,23983.35,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-15,2017,Q4,11,15,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25771,24518.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-15,2017,Q4,11,15,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,25771,24518.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-14,2017,Q4,11,14,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",DK,DK,CN,China,GB,CVEDP,No,Human Consumption,23400,17600,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-30,2017,Q4,11,30,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,CN,GB,"Grimsby-Immingham, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21530,20236.74,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3047500,3047500,Theragra Chalcogramma,Theragra Chalcogramma,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",DK,DK,CN,China,GB,CVEDP,No,Human Consumption,22150,20881.48,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-24,2017,Q4,11,24,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",DK,DK,CN,China,GB,CVEDP,No,Human Consumption,22220,20881.48,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-29,2017,Q4,11,29,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",DK,DK,CN,China,GB,CVEDP,No,Human Consumption,4805,3600,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-30,2017,Q4,11,30,3047200,3047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",IE,IE,CN,China,GB,CVEDP,No,Human Consumption,21700,20000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-22,2017,Q4,11,22,160232,160232,Aves,Aves,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",IE,IE,CN,China,GB,CVEDP,No,Human Consumption,21100,19500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-22,2017,Q4,11,22,160232,160232,Aves,Aves,-
2017,Q4,11,10,CN,GB,"Southampton, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24500,23000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,3047200,3047200,Gadus (Melanogrammus) Aeglefinus,Gadus (Melanogrammus) Aeglefinus,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",DK,DK,CN,China,GB,CVEDP,No,Human Consumption,23206,18816,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-30,2017,Q4,11,30,3047500,3047500,Theragra Chalcogramma,Theragra Chalcogramma,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,20686,17160,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-16,2017,Q4,11,16,3048100,3048100,Onchorhynchus Gorbusha,Onchorhynchus Gorbusha,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",DK,GB,CN,China,GB,CVEDP,No,Human Consumption,21930,20880.36,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-22,2017,Q4,11,22,3047500,3047500,Theragra Chalcogramma,Theragra Chalcogramma,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,24660,21109.64,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-16,2017,Q4,11,16,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,IN,GB,"Felixstowe, P",GB,GB,IN,India,GB,CVEDP,No,Human Consumption,27000,16200,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-16,2017,Q4,11,16,3061792,3061792,Penaeus (Litopenaeus) Vannamei,Penaeus (Litopenaeus) Vannamei,-
2017,Q4,11,10,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,1330,1050,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-12,2017,Q4,11,12,3063210,3063210,Homarus Spp,Homarus Spp,-
2017,Q4,11,10,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,720,600,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-12,2017,Q4,11,12,3063210,3063210,Homarus Spp,Homarus Spp,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",DK,DK,CN,China,GB,CVEDP,No,Human Consumption,22220,20881.48,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-24,2017,Q4,11,24,3047190,3047190,Gadus Morhua,Gadus Morhua,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,22050,21000,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-18,2017,Q4,11,18,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,26037.5,24996,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-19,2017,Q4,11,19,2109939,2109939,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,22050,21000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-18,2017,Q4,11,18,160232,160232,Aves,Aves,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Human Consumption,24156,23100,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-21,2017,Q4,11,21,160232,160232,Aves,Aves,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",NL,NL,CN,China,GB,CVEDP,No,Human Consumption,20000,18500,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,160232,160232,Aves,Aves,-
2017,Q4,11,10,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,10080,9000,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-17,2017,Q4,11,17,29224985,29224985,/,/,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,25173.61,20570.88,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Aves,Aves|Pesca,-
2017,Q4,11,10,TH,GB,"Felixstowe, P",GB,GB,TH,Thailand,GB,CVEDP,No,Animal Feedingstuff,25173.61,20570.88,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Animal Feedingstuff,-,-,-,2017-11-20,2017,Q4,11,20,230910,230910|230910,Pesca,Aves|Pesca,-
2017,Q4,11,10,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15525.08,14586.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-10,2017,Q4,11,10,2042230,02042230|02042250|02042290|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,10,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15525.08,14586.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-10,2017,Q4,11,10,2042250,02042230|02042250|02042290|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,11,10,NZ,GB,London Gateway,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15525.08,14586.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-11-10,2017,Q4,11,10,2042290,02042230|02042250|02042290|02042290|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
