YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,10,9,NZ,GB,Heathrow,DE,DE,NZ,New Zealand,DE,CVEDP,No,Human Consumption,4203.36,3952.9,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-10,2017,Q4,10,10,2042300,02042230|02042230|02042230|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,CL,GB,London Gateway,IT,IT,CL,Chile,GB,CVEDP,No,Human Consumption,24963.22,23405.66,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-19,2017,Q4,10,19,20727,20727,Meleagris Gallopavo,Meleagris Gallopavo,-
2017,Q4,10,9,CL,GB,London Gateway,IT,IT,CL,Chile,GB,CVEDP,No,Human Consumption,24932.14,23404.05,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-18,2017,Q4,10,18,20727,20727,Meleagris Gallopavo,Meleagris Gallopavo,-
2017,Q4,10,9,CL,GB,London Gateway,IT,IT,CL,Chile,GB,CVEDP,No,Human Consumption,24311.6,22800,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-12,2017,Q4,10,12,20714,20714,Gallus Gallus,Gallus Gallus,-
2017,Q4,10,9,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21630,20300,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-31,2017,Q4,10,31,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q4,10,9,CN,GB,"Felixstowe, P",GB,GB,CN,China,GB,CVEDP,No,Human Consumption,21630,20300,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-31,2017,Q4,10,31,4090000,4090000,Apis Melifera,Apis Melifera,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17709.2,17709.2,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2043000,2043000,Ovis Aries,Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17690.18,17270.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2044210,02044210|02044310|02044310|02069099|02069099|02069099|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17690.18,17270.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2044310,02044210|02044310|02044310|02069099|02069099|02069099|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,17690.18,17270.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2069099,02044210|02044310|02044310|02069099|02069099|02069099|02069099,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15144.44,14658.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2044210,02044210|02044230|02044250|02044250|02044310|02044310|02044390|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15144.44,14658.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2044230,02044210|02044230|02044250|02044250|02044310|02044310|02044390|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15144.44,14658.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2044250,02044210|02044230|02044250|02044250|02044310|02044310|02044390|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15144.44,14658.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2044310,02044210|02044230|02044250|02044250|02044310|02044310|02044390|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,15144.44,14658.6,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2044390,02044210|02044230|02044250|02044250|02044310|02044310|02044390|02044390|02044390,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23769.04,22540.66,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2042230,02042230|02042250|02042250|02042250|02042300|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23769.04,22540.66,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2042250,02042230|02042250|02042250|02042250|02042300|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,23769.04,22540.66,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2042300,02042230|02042250|02042250|02042250|02042300|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,20079.02,19026.86,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2042230,02042230|02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,20079.02,19026.86,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-27,2017,Q4,10,27,2042250,02042230|02042250|02042250,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,25831.94,24436.52,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,2042210,02042210|02042230|02042250|02042300|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,25831.94,24436.52,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,2042230,02042210|02042230|02042250|02042300|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,25831.94,24436.52,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,2042250,02042210|02042230|02042250|02042300|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,25831.94,24436.52,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,2042300,02042210|02042230|02042250|02042300|02042300|02042300|02042300|02042300|02042300|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,11707.3,11073.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,2042250,2042250,Ovis Aries,Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9447.22,8951.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,2042250,02042250|02042250|02042250|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,NZ,GB,"Felixstowe, P",GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,9447.22,8951.62,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,2042300,02042250|02042250|02042250|02042300,Ovis Aries,Ovis Aries|Ovis Aries|Ovis Aries|Ovis Aries,-
2017,Q4,10,9,US,GB,Manchester,GB,GB,US,United States,GB,CVEDP,No,Other,28,1,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Other,-,-,-,2017-10-09,2017,Q4,10,9,5111000,5111000,Bos Taurus,Bos Taurus,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3022980,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Cynoglossus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3024990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Pampus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Epinephelus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Leiognathus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Lutjanus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Nemipterus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Otra Pesca,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Pampus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Parastromateus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Rastrelliger Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Scomberomorus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Serranidae,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Stolephorus Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1550,1215,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3074220,03022980|03024990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03074220,Loligo Spp,Cynoglossus Spp|Epinephelus Spp|Leiognathus Spp|Loligo Spp|Lutjanus Spp|Nemipterus Spp|Otra Pesca|Pampus Spp|Pampus Spp|Parastromateus Spp|Rastrelliger Spp|Scomberomorus Spp|Serranidae|Stolephorus Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3024600,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Rachycentron Canadum,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028180,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Rhizoprionodon Acutus,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028590,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Acanthopagrus Spp,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
2017,Q4,10,9,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,3051,2509,/,/,Satisfactory,Satisfactory,Satisfactory,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-09,2017,Q4,10,9,3028990,03024600|03028180|03028590|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063390|03074220,Acanthurus Monroviae,Acanthopagrus Spp|Acanthurus Monroviae|Caranx Spp|Chanos Chanos|Eleutheronema Spp|Lates Calcarifer|Lethrinus Spp|Loligo Spp|Mullus Barbatus|Nemipterus Japonicus|Otra Pesca|Parupeneus Indicus|Portunus Pelagicus|Rachycentron Canadum|Rastrelliger Kanagurta|Rhizoprionodon Acutus|Scomberomorus Spp|Selaroides Leptolepis|Sillago Sihama|Sphyraena Spp,-
